ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006383	GO:0006383|transcription by RNA polymerase III [biological_process]	1/573	29/8538	0.867086175679749	0.990358668125785	0.990358668125785	TRINITY_DN669_c0_g1_i1	1
GO:0008301	GO:0008301|DNA binding, bending [molecular_function]	1/573	29/8538	0.867086175679749	0.990358668125785	0.990358668125785	TRINITY_DN669_c0_g1_i1	1
GO:0035267	GO:0035267|NuA4 histone acetyltransferase complex [cellular_component]	1/573	29/8538	0.867086175679749	0.990358668125785	0.990358668125785	TRINITY_DN3074_c0_g1_i1	1
GO:0044255	GO:0044255 [biological_process]	1/573	29/8538	0.867086175679749	0.990358668125785	0.990358668125785	TRINITY_DN5538_c0_g1_i1	1
GO:0044805	GO:0044805 [biological_process]	1/573	29/8538	0.867086175679749	0.990358668125785	0.990358668125785	TRINITY_DN5726_c0_g1_i1	1
GO:0016592	GO:0016592|mediator complex [cellular_component]	2/573	52/8538	0.872846388507758	0.995423734165305	0.995423734165305	TRINITY_DN3939_c0_g1_i1/TRINITY_DN6146_c0_g1_i1	2
GO:0000122	GO:0000122|negative regulation of transcription by RNA polymerase II [biological_process]	13/573	252/8538	0.872920813294047	0.995423734165305	0.995423734165305	TRINITY_DN1629_c0_g1_i1/TRINITY_DN3258_c0_g1_i1/TRINITY_DN330_c0_g1_i1/TRINITY_DN3939_c0_g1_i1/TRINITY_DN6146_c0_g1_i1/TRINITY_DN6486_c0_g1_i1/TRINITY_DN6825_c0_g1_i1/TRINITY_DN7168_c0_g1_i1/TRINITY_DN7364_c0_g1_i1/TRINITY_DN8978_c0_g1_i1/TRINITY_DN9241_c0_g1_i1/TRINITY_DN9327_c0_g1_i1/TRINITY_DN945_c0_g1_i1	13
GO:0006665	GO:0006665|sphingolipid metabolic process [biological_process]	1/573	30/8538	0.876036654153777	0.997377199524956	0.997377199524956	TRINITY_DN510_c0_g1_i1	1
GO:0044614	GO:0044614|nuclear pore cytoplasmic filaments [cellular_component]	1/573	30/8538	0.876036654153777	0.997377199524956	0.997377199524956	TRINITY_DN2966_c0_g1_i1	1
GO:0031625	GO:0031625|ubiquitin protein ligase binding [molecular_function]	2/573	53/8538	0.879618484950222	0.999999623861508	0.999999623861508	TRINITY_DN5907_c0_g1_i1/TRINITY_DN6780_c0_g1_i1	2
GO:0007059	GO:0007059|chromosome segregation [biological_process]	7/573	149/8538	0.88062529783943	0.999999623861508	0.999999623861508	TRINITY_DN1343_c0_g1_i1/TRINITY_DN1448_c0_g1_i1/TRINITY_DN1803_c0_g1_i1/TRINITY_DN3454_c0_g1_i1/TRINITY_DN5726_c0_g1_i1/TRINITY_DN6181_c0_g1_i1/TRINITY_DN8657_c0_g1_i1	7
GO:0022625	GO:0022625|cytosolic large ribosomal subunit [cellular_component]	4/573	94/8538	0.884227628994694	0.999999623861508	0.999999623861508	TRINITY_DN4312_c0_g1_i1/TRINITY_DN4560_c0_g1_i1/TRINITY_DN7813_c0_g1_i1/TRINITY_DN8642_c0_g1_i1	4
GO:0000132	GO:0000132|establishment of mitotic spindle orientation [biological_process]	1/573	31/8538	0.884385384427623	0.999999623861508	0.999999623861508	TRINITY_DN3236_c0_g1_i1	1
GO:0006378	GO:0006378 [biological_process]	1/573	31/8538	0.884385384427623	0.999999623861508	0.999999623861508	TRINITY_DN3396_c0_g1_i1	1
GO:0019236	GO:0019236|response to pheromone [biological_process]	2/573	54/8538	0.88605632021612	0.999999623861508	0.999999623861508	TRINITY_DN7090_c0_g1_i1/TRINITY_DN7285_c0_g1_i1	2
GO:0034398	GO:0034398|telomere tethering at nuclear periphery [biological_process]	2/573	54/8538	0.88605632021612	0.999999623861508	0.999999623861508	TRINITY_DN1337_c0_g1_i1/TRINITY_DN2966_c0_g1_i1	2
GO:0051123	GO:0051123|RNA polymerase II preinitiation complex assembly [biological_process]	2/573	54/8538	0.88605632021612	0.999999623861508	0.999999623861508	TRINITY_DN3939_c0_g1_i1/TRINITY_DN6146_c0_g1_i1	2
GO:0051726	GO:0051726|regulation of cell cycle [biological_process]	2/573	54/8538	0.88605632021612	0.999999623861508	0.999999623861508	TRINITY_DN5552_c0_g1_i1/TRINITY_DN6641_c0_g1_i1	2
GO:0005637	GO:0005637|nuclear inner membrane [cellular_component]	1/573	32/8538	0.892172756559159	0.999999623861508	0.999999623861508	TRINITY_DN1618_c0_g1_i1	1
GO:0006506	GO:0006506|GPI anchor biosynthetic process [biological_process]	1/573	32/8538	0.892172756559159	0.999999623861508	0.999999623861508	TRINITY_DN5898_c0_g1_i1	1
GO:0034497	GO:0034497|protein localization to phagophore assembly site [biological_process]	1/573	32/8538	0.892172756559159	0.999999623861508	0.999999623861508	TRINITY_DN4361_c0_g1_i1	1
GO:0044879	GO:0044879|mitotic morphogenesis checkpoint signaling [biological_process]	1/573	32/8538	0.892172756559159	0.999999623861508	0.999999623861508	TRINITY_DN8763_c0_g1_i1	1
GO:0071028	GO:0071028|nuclear mRNA surveillance [biological_process]	1/573	32/8538	0.892172756559159	0.999999623861508	0.999999623861508	TRINITY_DN4386_c0_g1_i1	1
GO:0008654	GO:0008654|phospholipid biosynthetic process [biological_process]	2/573	55/8538	0.892174162202342	0.999999623861508	0.999999623861508	TRINITY_DN8841_c0_g1_i1/TRINITY_DN9362_c0_g1_i1	2
GO:0060090	GO:0060090|molecular adaptor activity [molecular_function]	2/573	55/8538	0.892174162202342	0.999999623861508	0.999999623861508	TRINITY_DN4361_c0_g1_i1/TRINITY_DN5552_c0_g1_i1	2
GO:0000329	GO:0000329|fungal-type vacuole membrane [cellular_component]	18/573	346/8538	0.898890534387295	0.999999623861508	0.999999623861508	TRINITY_DN1061_c0_g1_i1/TRINITY_DN1492_c0_g1_i1/TRINITY_DN2010_c0_g1_i1/TRINITY_DN2276_c0_g1_i1/TRINITY_DN2617_c0_g1_i1/TRINITY_DN2707_c0_g1_i1/TRINITY_DN3366_c0_g1_i1/TRINITY_DN3663_c0_g1_i1/TRINITY_DN3977_c0_g1_i1/TRINITY_DN4076_c0_g1_i1/TRINITY_DN4605_c0_g1_i1/TRINITY_DN5176_c0_g1_i1/TRINITY_DN5584_c0_g1_i1/TRINITY_DN5943_c0_g1_i1/TRINITY_DN6238_c0_g1_i1/TRINITY_DN711_c0_g1_i1/TRINITY_DN8232_c0_g1_i1/TRINITY_DN8733_c0_g1_i1	18
GO:0000142	GO:0000142|cellular bud neck contractile ring [cellular_component]	1/573	33/8538	0.899436454007031	0.999999623861508	0.999999623861508	TRINITY_DN7382_c0_g1_i1	1
GO:0000921	GO:0000921|septin ring assembly [biological_process]	1/573	33/8538	0.899436454007031	0.999999623861508	0.999999623861508	TRINITY_DN8763_c0_g1_i1	1
GO:0005657	GO:0005657|replication fork [cellular_component]	1/573	33/8538	0.899436454007031	0.999999623861508	0.999999623861508	TRINITY_DN3973_c1_g1_i1	1
GO:0008298	GO:0008298|intracellular mRNA localization [biological_process]	1/573	33/8538	0.899436454007031	0.999999623861508	0.999999623861508	TRINITY_DN8992_c0_g1_i1	1
GO:0030163	GO:0030163|protein catabolic process [biological_process]	1/573	33/8538	0.899436454007031	0.999999623861508	0.999999623861508	TRINITY_DN8642_c0_g1_i1	1
GO:0010008	GO:0010008|endosome membrane [cellular_component]	5/573	117/8538	0.901234786889854	0.999999623861508	0.999999623861508	TRINITY_DN2177_c0_g1_i1/TRINITY_DN3943_c0_g1_i1/TRINITY_DN4564_c0_g1_i1/TRINITY_DN4671_c0_g1_i1/TRINITY_DN5050_c0_g1_i1	5
GO:0000725	GO:0000725|recombinational repair [biological_process]	1/573	34/8538	0.906211634707086	0.999999623861508	0.999999623861508	TRINITY_DN5402_c0_g1_i1	1
GO:0001402	GO:0001402|signal transduction involved in filamentous growth [biological_process]	1/573	34/8538	0.906211634707086	0.999999623861508	0.999999623861508	TRINITY_DN2542_c0_g1_i1	1
GO:0000278	GO:0000278|mitotic cell cycle [biological_process]	2/573	58/8538	0.90874426471145	0.999999623861508	0.999999623861508	TRINITY_DN2831_c0_g1_i1/TRINITY_DN8145_c0_g1_i1	2
GO:0000422	GO:0000422|autophagy of mitochondrion [biological_process]	2/573	58/8538	0.90874426471145	0.999999623861508	0.999999623861508	TRINITY_DN4361_c0_g1_i1/TRINITY_DN5726_c0_g1_i1	2
GO:0005770	GO:0005770|late endosome [cellular_component]	2/573	58/8538	0.90874426471145	0.999999623861508	0.999999623861508	TRINITY_DN5943_c0_g1_i1/TRINITY_DN8659_c0_g1_i1	2
GO:0006405	GO:0006405|RNA export from nucleus [biological_process]	1/573	35/8538	0.912531100054316	0.999999623861508	0.999999623861508	TRINITY_DN2966_c0_g1_i1	1
GO:0022626	GO:0022626|cytosolic ribosome [cellular_component]	1/573	35/8538	0.912531100054316	0.999999623861508	0.999999623861508	TRINITY_DN8385_c0_g1_i1	1
GO:0035861	GO:0035861|site of double-strand break [cellular_component]	1/573	35/8538	0.912531100054316	0.999999623861508	0.999999623861508	TRINITY_DN5402_c0_g1_i1	1
GO:0043226	GO:0043226|organelle [cellular_component]	1/573	35/8538	0.912531100054316	0.999999623861508	0.999999623861508	TRINITY_DN6259_c0_g1_i1	1
GO:0045332	GO:0045332|phospholipid translocation [biological_process]	1/573	35/8538	0.912531100054316	0.999999623861508	0.999999623861508	TRINITY_DN4828_c0_g1_i1	1
GO:0046540	GO:0046540|U4/U6 x U5 tri-snRNP complex [cellular_component]	1/573	35/8538	0.912531100054316	0.999999623861508	0.999999623861508	TRINITY_DN4413_c0_g1_i1	1
GO:0004812	GO:0004812|aminoacyl-tRNA ligase activity [molecular_function]	2/573	59/8538	0.913716567429245	0.999999623861508	0.999999623861508	TRINITY_DN2771_c0_g1_i1/TRINITY_DN4340_c0_g1_i1	2
GO:0000282	GO:0000282|cellular bud site selection [biological_process]	1/573	36/8538	0.918425452596816	0.999999623861508	0.999999623861508	TRINITY_DN2542_c0_g1_i1	1
GO:0006139	GO:0006139|nucleobase-containing compound metabolic process [biological_process]	1/573	36/8538	0.918425452596816	0.999999623861508	0.999999623861508	TRINITY_DN400_c0_g1_i1	1
GO:0032511	GO:0032511|late endosome to vacuole transport via multivesicular body sorting pathway [biological_process]	1/573	36/8538	0.918425452596816	0.999999623861508	0.999999623861508	TRINITY_DN8659_c0_g1_i1	1
GO:0071013	GO:0071013|catalytic step 2 spliceosome [cellular_component]	1/573	36/8538	0.918425452596816	0.999999623861508	0.999999623861508	TRINITY_DN4413_c0_g1_i1	1
GO:0030435	GO:0030435|sporulation resulting in formation of a cellular spore [biological_process]	6/573	141/8538	0.918839510240846	0.999999623861508	0.999999623861508	TRINITY_DN1652_c0_g1_i1/TRINITY_DN2691_c0_g1_i1/TRINITY_DN2863_c0_g1_i1/TRINITY_DN5211_c0_g1_i1/TRINITY_DN5569_c0_g1_i1/TRINITY_DN6230_c0_g1_i1	6
GO:0016192	GO:0016192|vesicle-mediated transport [biological_process]	10/573	216/8538	0.922096073639458	0.999999623861508	0.999999623861508	TRINITY_DN1267_c0_g1_i1/TRINITY_DN198_c1_g1_i1/TRINITY_DN4142_c0_g1_i1/TRINITY_DN5845_c0_g1_i1/TRINITY_DN6230_c0_g1_i1/TRINITY_DN74_c0_g1_i1/TRINITY_DN74_c0_g1_i4/TRINITY_DN7422_c0_g1_i1/TRINITY_DN8659_c0_g1_i1/TRINITY_DN8733_c0_g1_i1	10
GO:0031966	GO:0031966|mitochondrial membrane [cellular_component]	5/573	123/8538	0.922782608875757	0.999999623861508	0.999999623861508	TRINITY_DN2046_c0_g1_i1/TRINITY_DN2449_c0_g1_i1/TRINITY_DN5665_c0_g1_i1/TRINITY_DN6578_c0_g1_i1/TRINITY_DN6840_c0_g1_i1	5
GO:0000002	GO:0000002 [biological_process]	2/573	61/8538	0.922908236732667	0.999999623861508	0.999999623861508	TRINITY_DN108_c0_g1_i2/TRINITY_DN108_c0_g1_i5	2
GO:0000407	GO:0000407|phagophore assembly site [cellular_component]	2/573	61/8538	0.922908236732667	0.999999623861508	0.999999623861508	TRINITY_DN4361_c0_g1_i1/TRINITY_DN5726_c0_g1_i1	2
GO:0031146	GO:0031146|SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [biological_process]	1/573	37/8538	0.92392324319456	0.999999623861508	0.999999623861508	TRINITY_DN9177_c0_g1_i1	1
GO:0031507	GO:0031507|heterochromatin formation [biological_process]	1/573	37/8538	0.92392324319456	0.999999623861508	0.999999623861508	TRINITY_DN3258_c0_g1_i1	1
GO:0045121	GO:0045121|membrane raft [cellular_component]	1/573	37/8538	0.92392324319456	0.999999623861508	0.999999623861508	TRINITY_DN4175_c0_g1_i1	1
GO:0051276	GO:0051276|chromosome organization [biological_process]	1/573	37/8538	0.92392324319456	0.999999623861508	0.999999623861508	TRINITY_DN3530_c0_g1_i1	1
GO:0070651	GO:0070651|nonfunctional rRNA decay [biological_process]	1/573	37/8538	0.92392324319456	0.999999623861508	0.999999623861508	TRINITY_DN8385_c0_g1_i1	1
GO:0006887	GO:0006887|exocytosis [biological_process]	3/573	84/8538	0.927672285254097	0.999999623861508	0.999999623861508	TRINITY_DN4605_c0_g1_i1/TRINITY_DN6230_c0_g1_i1/TRINITY_DN7796_c0_g1_i1	3
GO:0000149	GO:0000149|SNARE binding [molecular_function]	1/573	38/8538	0.929051108345662	0.999999623861508	0.999999623861508	TRINITY_DN4361_c0_g1_i1	1
GO:0006259	GO:0006259|DNA metabolic process [biological_process]	1/573	38/8538	0.929051108345662	0.999999623861508	0.999999623861508	TRINITY_DN4932_c0_g1_i1	1
GO:0006338	GO:0006338|chromatin remodeling [biological_process]	13/573	274/8538	0.93187777610601	0.999999623861508	0.999999623861508	TRINITY_DN1448_c0_g1_i1/TRINITY_DN1558_c0_g1_i1/TRINITY_DN3258_c0_g1_i1/TRINITY_DN4277_c0_g1_i1/TRINITY_DN4647_c0_g1_i1/TRINITY_DN4853_c0_g1_i1/TRINITY_DN4945_c0_g1_i1/TRINITY_DN6723_c0_g1_i1/TRINITY_DN6944_c0_g1_i1/TRINITY_DN7658_c0_g1_i1/TRINITY_DN8657_c0_g1_i1/TRINITY_DN8940_c0_g1_i1/TRINITY_DN9102_c0_g1_i1	13
GO:0006914	GO:0006914|autophagy [biological_process]	5/573	126/8538	0.931910302727136	0.999999623861508	0.999999623861508	TRINITY_DN4314_c0_g1_i1/TRINITY_DN4361_c0_g1_i1/TRINITY_DN5726_c0_g1_i1/TRINITY_DN8733_c0_g1_i1/TRINITY_DN9167_c0_g1_i1	5
GO:0006996	GO:0006996|organelle organization [biological_process]	1/573	39/8538	0.933833898336007	0.999999623861508	0.999999623861508	TRINITY_DN8992_c0_g1_i1	1
GO:0003688	GO:0003688|DNA replication origin binding [molecular_function]	3/573	86/8538	0.934560795917796	0.999999623861508	0.999999623861508	TRINITY_DN1186_c0_g1_i1/TRINITY_DN3745_c0_g1_i1/TRINITY_DN8660_c0_g1_i1	3
GO:0000045	GO:0000045|autophagosome assembly [biological_process]	1/573	40/8538	0.938294796824473	0.999999623861508	0.999999623861508	TRINITY_DN4361_c0_g1_i1	1
GO:0120009	GO:0120009|intermembrane lipid transfer [biological_process]	1/573	40/8538	0.938294796824473	0.999999623861508	0.999999623861508	TRINITY_DN4605_c0_g1_i1	1
GO:0006406	GO:0006406|mRNA export from nucleus [biological_process]	2/573	65/8538	0.9385938497038	0.999999623861508	0.999999623861508	TRINITY_DN2966_c0_g1_i1/TRINITY_DN6847_c0_g1_i1	2
GO:0007131	GO:0007131|reciprocal meiotic recombination [biological_process]	2/573	65/8538	0.9385938497038	0.999999623861508	0.999999623861508	TRINITY_DN3973_c1_g1_i1/TRINITY_DN4932_c0_g1_i1	2
GO:0022627	GO:0022627|cytosolic small ribosomal subunit [cellular_component]	2/573	65/8538	0.9385938497038	0.999999623861508	0.999999623861508	TRINITY_DN168_c0_g1_i2/TRINITY_DN78_c0_g1_i3	2
GO:0006368	GO:0006368|transcription elongation by RNA polymerase II [biological_process]	4/573	109/8538	0.940695682858665	0.999999623861508	0.999999623861508	TRINITY_DN1448_c0_g1_i1/TRINITY_DN5552_c0_g1_i1/TRINITY_DN6793_c0_g1_i1/TRINITY_DN8657_c0_g1_i1	4
GO:0005525	GO:0005525|GTP binding [molecular_function]	5/573	130/8538	0.942579612003276	0.999999623861508	0.999999623861508	TRINITY_DN1168_c0_g1_i1/TRINITY_DN1186_c0_g1_i1/TRINITY_DN2479_c0_g1_i1/TRINITY_DN5550_c0_g1_i1/TRINITY_DN5683_c0_g1_i1	5
GO:0005515	GO:0005515|protein binding [molecular_function]	6/573	150/8538	0.943184867404106	0.999999623861508	0.999999623861508	TRINITY_DN1186_c0_g1_i1/TRINITY_DN1508_c0_g1_i1/TRINITY_DN5623_c0_g1_i1/TRINITY_DN6040_c0_g1_i1/TRINITY_DN6944_c0_g1_i1/TRINITY_DN7168_c0_g1_i1	6
GO:0016773	GO:0016773|phosphotransferase activity, alcohol group as acceptor [molecular_function]	1/573	42/8538	0.946335982889981	0.999999623861508	0.999999623861508	TRINITY_DN5419_c0_g1_i1	1
GO:0003713	GO:0003713|transcription coactivator activity [molecular_function]	2/573	68/8538	0.948318293502582	0.999999623861508	0.999999623861508	TRINITY_DN6911_c0_g1_i1/TRINITY_DN8102_c0_g1_i1	2
GO:0007005	GO:0007005|mitochondrion organization [biological_process]	2/573	68/8538	0.948318293502582	0.999999623861508	0.999999623861508	TRINITY_DN3128_c0_g1_i1/TRINITY_DN3757_c0_g1_i1	2
GO:0008168	GO:0008168|methyltransferase activity [molecular_function]	4/573	112/8538	0.948406980417061	0.999999623861508	0.999999623861508	TRINITY_DN1812_c0_g1_i1/TRINITY_DN6847_c0_g1_i1/TRINITY_DN8841_c0_g1_i1/TRINITY_DN8978_c0_g1_i1	4
GO:0032259	GO:0032259|methylation [biological_process]	4/573	112/8538	0.948406980417061	0.999999623861508	0.999999623861508	TRINITY_DN1812_c0_g1_i1/TRINITY_DN6847_c0_g1_i1/TRINITY_DN8841_c0_g1_i1/TRINITY_DN8978_c0_g1_i1	4
GO:0000973	GO:0000973|post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery [biological_process]	1/573	43/8538	0.949955272179534	0.999999623861508	0.999999623861508	TRINITY_DN2966_c0_g1_i1	1
GO:0005543	GO:0005543|phospholipid binding [molecular_function]	1/573	43/8538	0.949955272179534	0.999999623861508	0.999999623861508	TRINITY_DN6892_c0_g1_i1	1
GO:0006298	GO:0006298|mismatch repair [biological_process]	1/573	43/8538	0.949955272179534	0.999999623861508	0.999999623861508	TRINITY_DN4932_c0_g1_i1	1
GO:0006369	GO:0006369|termination of RNA polymerase II transcription [biological_process]	1/573	43/8538	0.949955272179534	0.999999623861508	0.999999623861508	TRINITY_DN2107_c0_g1_i1	1
GO:0007031	GO:0007031|peroxisome organization [biological_process]	1/573	43/8538	0.949955272179534	0.999999623861508	0.999999623861508	TRINITY_DN8102_c0_g1_i1	1
GO:0019005	GO:0019005|SCF ubiquitin ligase complex [cellular_component]	1/573	43/8538	0.949955272179534	0.999999623861508	0.999999623861508	TRINITY_DN9177_c0_g1_i1	1
GO:0065003	GO:0065003|protein-containing complex assembly [biological_process]	1/573	43/8538	0.949955272179534	0.999999623861508	0.999999623861508	TRINITY_DN3074_c0_g1_i1	1
GO:0008757	GO:0008757|S-adenosylmethionine-dependent methyltransferase activity [molecular_function]	2/573	69/8538	0.951220258560035	0.999999623861508	0.999999623861508	TRINITY_DN1812_c0_g1_i1/TRINITY_DN6847_c0_g1_i1	2
GO:0035091	GO:0035091|phosphatidylinositol binding [molecular_function]	2/573	69/8538	0.951220258560035	0.999999623861508	0.999999623861508	TRINITY_DN2449_c0_g1_i1/TRINITY_DN8733_c0_g1_i1	2
GO:0031509	GO:0031509|subtelomeric heterochromatin formation [biological_process]	5/573	134/8538	0.951719702432403	0.999999623861508	0.999999623861508	TRINITY_DN1337_c0_g1_i1/TRINITY_DN3258_c0_g1_i1/TRINITY_DN4134_c0_g1_i1/TRINITY_DN8978_c0_g1_i1/TRINITY_DN9327_c0_g1_i1	5
GO:0034399	GO:0034399|nuclear periphery [cellular_component]	3/573	92/8538	0.951759038804063	0.999999623861508	0.999999623861508	TRINITY_DN1337_c0_g1_i1/TRINITY_DN7040_c0_g1_i1/TRINITY_DN8828_c0_g1_i1	3
GO:0000502	GO:0000502|proteasome complex [cellular_component]	1/573	44/8538	0.953330861236759	0.999999623861508	0.999999623861508	TRINITY_DN8642_c0_g1_i1	1
GO:0003743	GO:0003743|translation initiation factor activity [molecular_function]	1/573	44/8538	0.953330861236759	0.999999623861508	0.999999623861508	TRINITY_DN1508_c0_g1_i1	1
GO:0006284	GO:0006284|base-excision repair [biological_process]	1/573	44/8538	0.953330861236759	0.999999623861508	0.999999623861508	TRINITY_DN1448_c0_g1_i1	1
GO:0043022	GO:0043022|ribosome binding [molecular_function]	1/573	44/8538	0.953330861236759	0.999999623861508	0.999999623861508	TRINITY_DN8385_c0_g1_i1	1
GO:0007118	GO:0007118|budding cell apical bud growth [biological_process]	1/573	45/8538	0.956479132547253	0.999999623861508	0.999999623861508	TRINITY_DN3236_c0_g1_i1	1
GO:0005509	GO:0005509|calcium ion binding [molecular_function]	1/573	46/8538	0.959415369100936	0.999999623861508	0.999999623861508	TRINITY_DN4671_c0_g1_i1	1
GO:0030427	GO:0030427|site of polarized growth [cellular_component]	1/573	46/8538	0.959415369100936	0.999999623861508	0.999999623861508	TRINITY_DN2542_c0_g1_i1	1
GO:0031491	GO:0031491|nucleosome binding [molecular_function]	1/573	46/8538	0.959415369100936	0.999999623861508	0.999999623861508	TRINITY_DN8657_c0_g1_i1	1
GO:0005085	GO:0005085|guanyl-nucleotide exchange factor activity [molecular_function]	5/573	138/8538	0.959519042986942	0.999999623861508	0.999999623861508	TRINITY_DN2789_c0_g1_i1/TRINITY_DN4142_c0_g1_i1/TRINITY_DN5755_c0_g1_i1/TRINITY_DN7382_c0_g1_i1/TRINITY_DN8733_c0_g1_i1	5
GO:0006886	GO:0006886|intracellular protein transport [biological_process]	6/573	161/8538	0.963958570355183	0.999999623861508	0.999999623861508	TRINITY_DN5755_c0_g1_i1/TRINITY_DN5943_c0_g1_i1/TRINITY_DN8415_c0_g1_i1/TRINITY_DN8659_c0_g1_i1/TRINITY_DN8733_c0_g1_i1/TRINITY_DN8828_c0_g1_i1	6
GO:0005096	GO:0005096|GTPase activator activity [molecular_function]	4/573	120/8538	0.964695825378379	0.999999623861508	0.999999623861508	TRINITY_DN2931_c0_g1_i1/TRINITY_DN6320_c0_g1_i1/TRINITY_DN7940_c0_g1_i1/TRINITY_DN962_c0_g1_i1	4
GO:0007010	GO:0007010|cytoskeleton organization [biological_process]	1/573	48/8538	0.964707809516216	0.999999623861508	0.999999623861508	TRINITY_DN1448_c0_g1_i1	1
GO:0005635	GO:0005635|nuclear envelope [cellular_component]	4/573	121/8538	0.966356840503943	0.999999623861508	0.999999623861508	TRINITY_DN1618_c0_g1_i1/TRINITY_DN3530_c0_g1_i1/TRINITY_DN6688_c0_g1_i1/TRINITY_DN8425_c0_g1_i1	4
