ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0003824	GO:0003824|catalytic activity [molecular_function]	48/573	346/8538	9.44431236027273e-07	6.39514865538467e-05	6.39514865538467e-05	TRINITY_DN104_c0_g1_i1/TRINITY_DN1144_c0_g1_i1/TRINITY_DN1911_c0_g1_i1/TRINITY_DN1917_c0_g1_i1/TRINITY_DN2617_c0_g1_i1/TRINITY_DN2700_c0_g1_i1/TRINITY_DN2930_c0_g1_i1/TRINITY_DN33_c0_g1_i3/TRINITY_DN33_c0_g1_i7/TRINITY_DN3543_c0_g1_i1/TRINITY_DN40_c0_g1_i1/TRINITY_DN40_c0_g1_i2/TRINITY_DN400_c0_g1_i1/TRINITY_DN4155_c0_g1_i1/TRINITY_DN4355_c0_g1_i1/TRINITY_DN4386_c0_g1_i1/TRINITY_DN4391_c0_g1_i1/TRINITY_DN4419_c0_g1_i1/TRINITY_DN4429_c0_g1_i1/TRINITY_DN4473_c0_g1_i1/TRINITY_DN4489_c0_g1_i1/TRINITY_DN4853_c0_g1_i1/TRINITY_DN5096_c0_g1_i1/TRINITY_DN5290_c0_g1_i1/TRINITY_DN5379_c0_g1_i1/TRINITY_DN5419_c0_g1_i1/TRINITY_DN549_c0_g1_i1/TRINITY_DN5623_c0_g1_i1/TRINITY_DN5683_c0_g1_i1/TRINITY_DN5700_c0_g1_i1/TRINITY_DN598_c0_g1_i1/TRINITY_DN6023_c0_g1_i1/TRINITY_DN6040_c0_g1_i1/TRINITY_DN6183_c0_g1_i1/TRINITY_DN6511_c0_g1_i1/TRINITY_DN6683_c0_g1_i1/TRINITY_DN67_c0_g1_i2/TRINITY_DN69_c1_g1_i1/TRINITY_DN7192_c0_g1_i1/TRINITY_DN7243_c0_g1_i1/TRINITY_DN7539_c0_g1_i1/TRINITY_DN773_c0_g1_i1/TRINITY_DN7939_c0_g1_i1/TRINITY_DN81_c0_g1_i1/TRINITY_DN8113_c0_g1_i1/TRINITY_DN8930_c0_g1_i1/TRINITY_DN90_c0_g1_i1/TRINITY_DN915_c0_g1_i1	48
GO:0006796	GO:0006796|phosphate-containing compound metabolic process [biological_process]	10/573	24/8538	1.42338259332093e-06	8.75793611829531e-05	8.75793611829531e-05	TRINITY_DN5255_c0_g1_i1/TRINITY_DN54_c0_g1_i1/TRINITY_DN54_c0_g1_i2/TRINITY_DN54_c0_g1_i3/TRINITY_DN54_c0_g1_i5/TRINITY_DN5898_c0_g1_i1/TRINITY_DN6726_c0_g1_i1/TRINITY_DN7380_c0_g1_i1/TRINITY_DN8232_c0_g1_i1/TRINITY_DN8806_c0_g1_i1	10
GO:1990961	GO:1990961|xenobiotic detoxification by transmembrane export across the plasma membrane [biological_process]	10/573	24/8538	1.42338259332093e-06	8.75793611829531e-05	8.75793611829531e-05	TRINITY_DN1087_c0_g1_i1/TRINITY_DN1813_c0_g1_i1/TRINITY_DN1841_c0_g1_i1/TRINITY_DN2040_c0_g1_i1/TRINITY_DN2614_c0_g1_i1/TRINITY_DN7703_c0_g1_i1/TRINITY_DN7748_c0_g1_i1/TRINITY_DN8034_c0_g1_i1/TRINITY_DN8293_c0_g1_i1/TRINITY_DN9334_c0_g1_i1	10
GO:0031492	GO:0031492|nucleosomal DNA binding [molecular_function]	7/573	11/8538	1.53972153978469e-06	8.75793611829531e-05	8.75793611829531e-05	TRINITY_DN1558_c0_g1_i1/TRINITY_DN4277_c0_g1_i1/TRINITY_DN4647_c0_g1_i1/TRINITY_DN4945_c0_g1_i1/TRINITY_DN7658_c0_g1_i1/TRINITY_DN8940_c0_g1_i1/TRINITY_DN9102_c0_g1_i1	7
GO:0042148	GO:0042148|DNA strand invasion [biological_process]	7/573	11/8538	1.53972153978469e-06	8.75793611829531e-05	8.75793611829531e-05	TRINITY_DN1558_c0_g1_i1/TRINITY_DN4277_c0_g1_i1/TRINITY_DN4647_c0_g1_i1/TRINITY_DN4945_c0_g1_i1/TRINITY_DN7658_c0_g1_i1/TRINITY_DN8940_c0_g1_i1/TRINITY_DN9102_c0_g1_i1	7
GO:0022857	GO:0022857|transmembrane transporter activity [molecular_function]	31/573	187/8538	2.16942052148401e-06	0.000117502270253996	0.000117502270253996	TRINITY_DN1061_c0_g1_i1/TRINITY_DN1615_c0_g1_i1/TRINITY_DN2177_c0_g1_i1/TRINITY_DN26_c0_g1_i1/TRINITY_DN26_c1_g1_i10/TRINITY_DN26_c1_g1_i13/TRINITY_DN26_c1_g1_i15/TRINITY_DN26_c1_g1_i2/TRINITY_DN26_c1_g1_i4/TRINITY_DN26_c1_g1_i6/TRINITY_DN26_c1_g2_i1/TRINITY_DN2698_c0_g1_i1/TRINITY_DN2950_c0_g1_i1/TRINITY_DN3195_c0_g1_i1/TRINITY_DN3943_c0_g1_i1/TRINITY_DN4185_c0_g1_i1/TRINITY_DN4360_c0_g1_i1/TRINITY_DN460_c0_g1_i1/TRINITY_DN5135_c0_g1_i1/TRINITY_DN5176_c0_g1_i1/TRINITY_DN524_c0_g1_i1/TRINITY_DN5343_c0_g1_i1/TRINITY_DN5414_c0_g1_i1/TRINITY_DN5475_c0_g1_i1/TRINITY_DN5661_c0_g1_i1/TRINITY_DN58_c0_g1_i2/TRINITY_DN5856_c0_g1_i1/TRINITY_DN663_c0_g1_i1/TRINITY_DN711_c0_g1_i1/TRINITY_DN7793_c0_g1_i1/TRINITY_DN9027_c0_g1_i1	31
GO:0070603	GO:0070603|SWI/SNF superfamily-type complex [cellular_component]	9/573	20/8538	2.23105576431637e-06	0.000117502270253996	0.000117502270253996	TRINITY_DN1448_c0_g1_i1/TRINITY_DN1558_c0_g1_i1/TRINITY_DN4277_c0_g1_i1/TRINITY_DN4647_c0_g1_i1/TRINITY_DN4945_c0_g1_i1/TRINITY_DN7658_c0_g1_i1/TRINITY_DN8657_c0_g1_i1/TRINITY_DN8940_c0_g1_i1/TRINITY_DN9102_c0_g1_i1	9
GO:0008152	GO:0008152|metabolic process [biological_process]	32/573	198/8538	2.62175212557724e-06	0.00013314755437753	0.00013314755437753	TRINITY_DN104_c0_g1_i1/TRINITY_DN173_c0_g1_i1/TRINITY_DN1911_c0_g1_i1/TRINITY_DN1917_c0_g1_i1/TRINITY_DN2049_c0_g1_i1/TRINITY_DN2617_c0_g1_i1/TRINITY_DN2700_c0_g1_i1/TRINITY_DN33_c0_g1_i3/TRINITY_DN33_c0_g1_i7/TRINITY_DN3543_c0_g1_i1/TRINITY_DN400_c0_g1_i1/TRINITY_DN4473_c0_g1_i1/TRINITY_DN4489_c0_g1_i1/TRINITY_DN5290_c0_g1_i1/TRINITY_DN5419_c0_g1_i1/TRINITY_DN5683_c0_g1_i1/TRINITY_DN5700_c0_g1_i1/TRINITY_DN5729_c0_g1_i1/TRINITY_DN598_c0_g1_i1/TRINITY_DN6023_c0_g1_i1/TRINITY_DN606_c0_g1_i1/TRINITY_DN6121_c0_g1_i1/TRINITY_DN6511_c0_g1_i1/TRINITY_DN6683_c0_g1_i1/TRINITY_DN69_c1_g1_i1/TRINITY_DN7243_c0_g1_i1/TRINITY_DN7969_c0_g1_i1/TRINITY_DN81_c0_g1_i1/TRINITY_DN8113_c0_g1_i1/TRINITY_DN8930_c0_g1_i1/TRINITY_DN90_c0_g1_i1/TRINITY_DN915_c0_g1_i1	32
GO:0071555	GO:0071555|cell wall organization [biological_process]	26/573	147/8538	4.26307484756623e-06	0.000209037670111696	0.000209037670111696	TRINITY_DN1295_c0_g1_i1/TRINITY_DN152_c0_g1_i1/TRINITY_DN1546_c0_g1_i1/TRINITY_DN1652_c0_g1_i1/TRINITY_DN173_c0_g1_i1/TRINITY_DN1885_c0_g1_i1/TRINITY_DN194_c0_g1_i2/TRINITY_DN2049_c0_g1_i1/TRINITY_DN2691_c0_g1_i1/TRINITY_DN2863_c0_g1_i1/TRINITY_DN5328_c0_g1_i1/TRINITY_DN5729_c0_g1_i1/TRINITY_DN5898_c0_g1_i1/TRINITY_DN5907_c0_g1_i1/TRINITY_DN606_c0_g1_i1/TRINITY_DN6121_c0_g1_i1/TRINITY_DN6569_c0_g1_i1/TRINITY_DN6619_c0_g1_i1/TRINITY_DN6780_c0_g1_i1/TRINITY_DN679_c0_g1_i1/TRINITY_DN7266_c0_g1_i1/TRINITY_DN759_c0_g1_i1/TRINITY_DN7856_c0_g1_i1/TRINITY_DN7969_c0_g1_i1/TRINITY_DN8698_c0_g1_i1/TRINITY_DN8810_c0_g1_i1	26
GO:0005351	GO:0005351|carbohydrate:proton symporter activity [molecular_function]	14/573	52/8538	5.246225987695e-06	0.000248671111816743	0.000248671111816743	TRINITY_DN26_c0_g1_i1/TRINITY_DN26_c1_g1_i10/TRINITY_DN26_c1_g1_i13/TRINITY_DN26_c1_g1_i15/TRINITY_DN26_c1_g1_i2/TRINITY_DN26_c1_g1_i4/TRINITY_DN26_c1_g1_i6/TRINITY_DN26_c1_g2_i1/TRINITY_DN4185_c0_g1_i1/TRINITY_DN4360_c0_g1_i1/TRINITY_DN58_c0_g1_i2/TRINITY_DN5856_c0_g1_i1/TRINITY_DN663_c0_g1_i1/TRINITY_DN7793_c0_g1_i1	14
GO:0008559	GO:0008559|ABC-type xenobiotic transporter activity [molecular_function]	8/573	17/8538	5.54345144237931e-06	0.000254283482292367	0.000254283482292367	TRINITY_DN1841_c0_g1_i1/TRINITY_DN2040_c0_g1_i1/TRINITY_DN2614_c0_g1_i1/TRINITY_DN7703_c0_g1_i1/TRINITY_DN7748_c0_g1_i1/TRINITY_DN7773_c0_g1_i1/TRINITY_DN8202_c0_g1_i1/TRINITY_DN9334_c0_g1_i1	8
GO:0006650	GO:0006650|glycerophospholipid metabolic process [biological_process]	5/573	6/8538	7.59046643364442e-06	0.00033626582298463	0.00033626582298463	TRINITY_DN1742_c0_g1_i1/TRINITY_DN3567_c0_g1_i1/TRINITY_DN4940_c0_g1_i1/TRINITY_DN6069_c0_g1_i1/TRINITY_DN6613_c0_g1_i1	5
GO:0005199	GO:0005199|structural constituent of cell wall [molecular_function]	11/573	34/8538	7.80363724225934e-06	0.00033626582298463	0.00033626582298463	TRINITY_DN108_c0_g1_i2/TRINITY_DN108_c0_g1_i5/TRINITY_DN1546_c0_g1_i1/TRINITY_DN1908_c0_g1_i1/TRINITY_DN2527_c0_g1_i1/TRINITY_DN3566_c0_g1_i1/TRINITY_DN5839_c0_g1_i1/TRINITY_DN7128_c0_g1_i1/TRINITY_DN7856_c0_g1_i1/TRINITY_DN86_c0_g1_i2/TRINITY_DN8870_c0_g1_i1	11
GO:0008643	GO:0008643|carbohydrate transport [biological_process]	15/573	61/8538	8.22747472581453e-06	0.000344102031179655	0.000344102031179655	TRINITY_DN26_c0_g1_i1/TRINITY_DN26_c1_g1_i10/TRINITY_DN26_c1_g1_i13/TRINITY_DN26_c1_g1_i15/TRINITY_DN26_c1_g1_i2/TRINITY_DN26_c1_g1_i4/TRINITY_DN26_c1_g1_i6/TRINITY_DN26_c1_g2_i1/TRINITY_DN4185_c0_g1_i1/TRINITY_DN4360_c0_g1_i1/TRINITY_DN5661_c0_g1_i1/TRINITY_DN58_c0_g1_i2/TRINITY_DN5856_c0_g1_i1/TRINITY_DN663_c0_g1_i1/TRINITY_DN7793_c0_g1_i1	15
GO:0034455	GO:0034455|t-UTP complex [cellular_component]	9/573	23/8538	9.04163893210695e-06	0.000367348873184459	0.000367348873184459	TRINITY_DN1029_c0_g1_i1/TRINITY_DN3418_c0_g1_i1/TRINITY_DN5497_c0_g1_i1/TRINITY_DN5848_c0_g1_i1/TRINITY_DN6589_c0_g1_i1/TRINITY_DN7354_c0_g1_i1/TRINITY_DN7807_c0_g1_i1/TRINITY_DN7823_c0_g1_i1/TRINITY_DN9475_c0_g1_i1	9
GO:0032040	GO:0032040|small-subunit processome [cellular_component]	19/573	93/8538	1.00544135052768e-05	0.000397149333458434	0.000397149333458434	TRINITY_DN1029_c0_g1_i1/TRINITY_DN2877_c0_g1_i1/TRINITY_DN3418_c0_g1_i1/TRINITY_DN3476_c0_g1_i1/TRINITY_DN3924_c0_g1_i1/TRINITY_DN4156_c0_g1_i1/TRINITY_DN4275_c0_g1_i1/TRINITY_DN5497_c0_g1_i1/TRINITY_DN5848_c0_g1_i1/TRINITY_DN6259_c0_g1_i1/TRINITY_DN6589_c0_g1_i1/TRINITY_DN6854_c0_g1_i1/TRINITY_DN7354_c0_g1_i1/TRINITY_DN7422_c0_g1_i1/TRINITY_DN760_c0_g1_i1/TRINITY_DN7807_c0_g1_i1/TRINITY_DN7823_c0_g1_i1/TRINITY_DN9188_c0_g1_i1/TRINITY_DN9475_c0_g1_i1	19
GO:0019878	GO:0019878 [biological_process]	7/573	14/8538	1.33941524274526e-05	0.000501223282943093	0.000501223282943093	TRINITY_DN1144_c0_g1_i1/TRINITY_DN2129_c0_g1_i1/TRINITY_DN2228_c0_g1_i1/TRINITY_DN3782_c0_g1_i1/TRINITY_DN5760_c0_g1_i1/TRINITY_DN6258_c0_g1_i1/TRINITY_DN67_c0_g1_i2	7
GO:0042759	GO:0042759|long-chain fatty acid biosynthetic process [biological_process]	7/573	14/8538	1.33941524274526e-05	0.000501223282943093	0.000501223282943093	TRINITY_DN1911_c0_g1_i1/TRINITY_DN2700_c0_g1_i1/TRINITY_DN3543_c0_g1_i1/TRINITY_DN4489_c0_g1_i1/TRINITY_DN598_c0_g1_i1/TRINITY_DN7243_c0_g1_i1/TRINITY_DN915_c0_g1_i1	7
GO:0003993	GO:0003993|acid phosphatase activity [molecular_function]	6/573	10/8538	1.48138550674171e-05	0.000540135946304287	0.000540135946304287	TRINITY_DN54_c0_g1_i1/TRINITY_DN54_c0_g1_i2/TRINITY_DN54_c0_g1_i3/TRINITY_DN54_c0_g1_i5/TRINITY_DN7380_c0_g1_i1/TRINITY_DN76_c0_g1_i1	6
GO:0072357	GO:0072357|PTW/PP1 phosphatase complex [cellular_component]	5/573	7/8538	2.5095283515743e-05	0.000892137328984663	0.000892137328984663	TRINITY_DN1267_c0_g1_i1/TRINITY_DN198_c1_g1_i1/TRINITY_DN5845_c0_g1_i1/TRINITY_DN74_c0_g1_i1/TRINITY_DN74_c0_g1_i4	5
GO:0070577	GO:0070577 [molecular_function]	9/573	26/8538	2.88061155329141e-05	0.000999080397263508	0.000999080397263508	TRINITY_DN1448_c0_g1_i1/TRINITY_DN1558_c0_g1_i1/TRINITY_DN4277_c0_g1_i1/TRINITY_DN4647_c0_g1_i1/TRINITY_DN4945_c0_g1_i1/TRINITY_DN7658_c0_g1_i1/TRINITY_DN8940_c0_g1_i1/TRINITY_DN9102_c0_g1_i1/TRINITY_DN9130_c0_g1_i1	9
GO:0008652	GO:0008652|amino acid biosynthetic process [biological_process]	21/573	118/8538	3.22497936446643e-05	0.00109188587054078	0.00109188587054078	TRINITY_DN1144_c0_g1_i1/TRINITY_DN2129_c0_g1_i1/TRINITY_DN2228_c0_g1_i1/TRINITY_DN2716_c0_g1_i1/TRINITY_DN29_c0_g1_i1/TRINITY_DN2930_c0_g1_i1/TRINITY_DN3462_c0_g1_i1/TRINITY_DN3782_c0_g1_i1/TRINITY_DN4473_c0_g1_i1/TRINITY_DN45_c0_g1_i1/TRINITY_DN45_c0_g1_i2/TRINITY_DN549_c0_g1_i1/TRINITY_DN5623_c0_g1_i1/TRINITY_DN5700_c0_g1_i1/TRINITY_DN6040_c0_g1_i1/TRINITY_DN6258_c0_g1_i1/TRINITY_DN659_c0_g1_i1/TRINITY_DN6683_c0_g1_i1/TRINITY_DN67_c0_g1_i2/TRINITY_DN8136_c0_g1_i1/TRINITY_DN9161_c0_g1_i1	21
GO:0030003	GO:0030003|intracellular monoatomic cation homeostasis [biological_process]	10/573	33/8538	3.86736301083609e-05	0.00127892795381603	0.00127892795381603	TRINITY_DN1841_c0_g1_i1/TRINITY_DN2040_c0_g1_i1/TRINITY_DN2614_c0_g1_i1/TRINITY_DN3933_c0_g1_i1/TRINITY_DN4952_c0_g1_i1/TRINITY_DN7703_c0_g1_i1/TRINITY_DN7748_c0_g1_i1/TRINITY_DN8099_c0_g1_i1/TRINITY_DN8186_c0_g1_i1/TRINITY_DN9334_c0_g1_i1	10
GO:0031496	GO:0031496|positive regulation of mating type switching [biological_process]	7/573	16/8538	3.96472042729575e-05	0.00128132555627604	0.00128132555627604	TRINITY_DN1558_c0_g1_i1/TRINITY_DN4277_c0_g1_i1/TRINITY_DN4647_c0_g1_i1/TRINITY_DN4945_c0_g1_i1/TRINITY_DN7658_c0_g1_i1/TRINITY_DN8940_c0_g1_i1/TRINITY_DN9102_c0_g1_i1	7
GO:0033254	GO:0033254|vacuolar transporter chaperone complex [cellular_component]	5/573	8/8538	6.32203962017606e-05	0.00199776451997563	0.00199776451997563	TRINITY_DN1492_c0_g1_i1/TRINITY_DN2276_c0_g1_i1/TRINITY_DN2707_c0_g1_i1/TRINITY_DN3663_c0_g1_i1/TRINITY_DN4076_c0_g1_i1	5
GO:0046475	GO:0046475|glycerophospholipid catabolic process [biological_process]	6/573	13/8538	0.000101629723138316	0.00313086612283405	0.00313086612283405	TRINITY_DN1368_c0_g1_i1/TRINITY_DN1742_c0_g1_i1/TRINITY_DN3567_c0_g1_i1/TRINITY_DN4940_c0_g1_i1/TRINITY_DN6069_c0_g1_i1/TRINITY_DN6613_c0_g1_i1	6
GO:0000920	GO:0000920|septum digestion after cytokinesis [biological_process]	9/573	30/8538	0.00010348151038903	0.00313086612283405	0.00313086612283405	TRINITY_DN2877_c0_g1_i1/TRINITY_DN4570_c0_g1_i1/TRINITY_DN5328_c0_g1_i1/TRINITY_DN5729_c0_g1_i1/TRINITY_DN6121_c0_g1_i1/TRINITY_DN70_c0_g1_i1/TRINITY_DN7266_c0_g1_i1/TRINITY_DN759_c0_g1_i1/TRINITY_DN7969_c0_g1_i1	9
GO:0031505	GO:0031505|fungal-type cell wall organization [biological_process]	25/573	167/8538	0.000118622860927961	0.00351420225499085	0.00351420225499085	TRINITY_DN108_c0_g1_i2/TRINITY_DN108_c0_g1_i5/TRINITY_DN152_c0_g1_i1/TRINITY_DN1546_c0_g1_i1/TRINITY_DN173_c0_g1_i1/TRINITY_DN1908_c0_g1_i1/TRINITY_DN194_c0_g1_i2/TRINITY_DN2527_c0_g1_i1/TRINITY_DN2542_c0_g1_i1/TRINITY_DN3566_c0_g1_i1/TRINITY_DN4175_c0_g1_i1/TRINITY_DN5839_c0_g1_i1/TRINITY_DN6569_c0_g1_i1/TRINITY_DN6619_c0_g1_i1/TRINITY_DN6714_c0_g1_i1/TRINITY_DN679_c0_g1_i1/TRINITY_DN7128_c0_g1_i1/TRINITY_DN7285_c0_g1_i1/TRINITY_DN7796_c0_g1_i1/TRINITY_DN7856_c0_g1_i1/TRINITY_DN8173_c0_g1_i1/TRINITY_DN86_c0_g1_i2/TRINITY_DN8810_c0_g1_i1/TRINITY_DN8870_c0_g1_i1/TRINITY_DN9050_c0_g1_i1	25
GO:0000462	GO:0000462|maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [biological_process]	19/573	111/8538	0.000130660284262019	0.00379181478001205	0.00379181478001205	TRINITY_DN1029_c0_g1_i1/TRINITY_DN1587_c0_g1_i1/TRINITY_DN2877_c0_g1_i1/TRINITY_DN3418_c0_g1_i1/TRINITY_DN3924_c0_g1_i1/TRINITY_DN4156_c0_g1_i1/TRINITY_DN4560_c0_g1_i1/TRINITY_DN4720_c0_g1_i1/TRINITY_DN5497_c0_g1_i1/TRINITY_DN5848_c0_g1_i1/TRINITY_DN6259_c0_g1_i1/TRINITY_DN6416_c0_g1_i1/TRINITY_DN6589_c0_g1_i1/TRINITY_DN7354_c0_g1_i1/TRINITY_DN7422_c0_g1_i1/TRINITY_DN7807_c0_g1_i1/TRINITY_DN7813_c0_g1_i1/TRINITY_DN7823_c0_g1_i1/TRINITY_DN9475_c0_g1_i1	19
GO:0006189	GO:0006189|'de novo' IMP biosynthetic process [biological_process]	5/573	9/8538	0.000134393232592399	0.00382214353492784	0.00382214353492784	TRINITY_DN400_c0_g1_i1/TRINITY_DN4469_c0_g1_i1/TRINITY_DN5183_c0_g1_i1/TRINITY_DN7008_c0_g1_i1/TRINITY_DN8113_c0_g1_i1	5
GO:0030687	GO:0030687|preribosome, large subunit precursor [cellular_component]	16/573	85/8538	0.000140295964727744	0.00391178160476182	0.00391178160476182	TRINITY_DN1019_c0_g1_i1/TRINITY_DN1168_c0_g1_i1/TRINITY_DN1296_c0_g1_i1/TRINITY_DN2435_c0_g1_i1/TRINITY_DN2479_c0_g1_i1/TRINITY_DN2831_c0_g1_i1/TRINITY_DN3226_c0_g1_i1/TRINITY_DN3828_c0_g1_i1/TRINITY_DN3979_c0_g1_i1/TRINITY_DN4252_c0_g1_i1/TRINITY_DN4594_c0_g1_i1/TRINITY_DN5140_c0_g1_i1/TRINITY_DN5550_c0_g1_i1/TRINITY_DN7821_c0_g1_i1/TRINITY_DN8063_c0_g1_i1/TRINITY_DN8642_c0_g1_i1	16
GO:0006797	GO:0006797|polyphosphate metabolic process [biological_process]	7/573	19/8538	0.000146196129056963	0.00399790183690387	0.00399790183690387	TRINITY_DN1492_c0_g1_i1/TRINITY_DN2276_c0_g1_i1/TRINITY_DN2707_c0_g1_i1/TRINITY_DN3663_c0_g1_i1/TRINITY_DN4076_c0_g1_i1/TRINITY_DN460_c0_g1_i1/TRINITY_DN5584_c0_g1_i1	7
GO:0006164	GO:0006164|purine nucleotide biosynthetic process [biological_process]	8/573	25/8538	0.000152475424894472	0.00409094441886677	0.00409094441886677	TRINITY_DN40_c0_g1_i1/TRINITY_DN40_c0_g1_i2/TRINITY_DN400_c0_g1_i1/TRINITY_DN4419_c0_g1_i1/TRINITY_DN4469_c0_g1_i1/TRINITY_DN5183_c0_g1_i1/TRINITY_DN7008_c0_g1_i1/TRINITY_DN8113_c0_g1_i1	8
GO:0004623	GO:0004623|A2-type glycerophospholipase activity [molecular_function]	6/573	14/8538	0.000167806401171463	0.00433855822665127	0.00433855822665127	TRINITY_DN1742_c0_g1_i1/TRINITY_DN3567_c0_g1_i1/TRINITY_DN4940_c0_g1_i1/TRINITY_DN5789_c0_g1_i1/TRINITY_DN6069_c0_g1_i1/TRINITY_DN6613_c0_g1_i1	6
GO:0009085	GO:0009085|L-lysine biosynthetic process [biological_process]	6/573	14/8538	0.000167806401171463	0.00433855822665127	0.00433855822665127	TRINITY_DN1144_c0_g1_i1/TRINITY_DN2129_c0_g1_i1/TRINITY_DN2228_c0_g1_i1/TRINITY_DN3782_c0_g1_i1/TRINITY_DN6258_c0_g1_i1/TRINITY_DN67_c0_g1_i2	6
GO:0000182	GO:0000182|rDNA binding [molecular_function]	8/573	26/8538	0.000207439562388497	0.00526748317350791	0.00526748317350791	TRINITY_DN1558_c0_g1_i1/TRINITY_DN4277_c0_g1_i1/TRINITY_DN4647_c0_g1_i1/TRINITY_DN4945_c0_g1_i1/TRINITY_DN6925_c0_g1_i1/TRINITY_DN7658_c0_g1_i1/TRINITY_DN8940_c0_g1_i1/TRINITY_DN9102_c0_g1_i1	8
GO:0016491	GO:0016491|oxidoreductase activity [molecular_function]	42/573	358/8538	0.00024887000598247	0.00619419599432182	0.00619419599432182	TRINITY_DN1144_c0_g1_i1/TRINITY_DN1879_c0_g1_i1/TRINITY_DN1911_c0_g1_i1/TRINITY_DN232_c0_g1_i1/TRINITY_DN2428_c0_g1_i1/TRINITY_DN2465_c0_g1_i1/TRINITY_DN2716_c0_g1_i1/TRINITY_DN2930_c0_g1_i1/TRINITY_DN295_c0_g1_i1/TRINITY_DN300_c0_g1_i1/TRINITY_DN3543_c0_g1_i1/TRINITY_DN3615_c0_g1_i1/TRINITY_DN3757_c0_g1_i1/TRINITY_DN3782_c0_g1_i1/TRINITY_DN40_c0_g1_i1/TRINITY_DN40_c0_g1_i2/TRINITY_DN4159_c0_g1_i1/TRINITY_DN4269_c0_g1_i1/TRINITY_DN4379_c0_g1_i1/TRINITY_DN4386_c0_g1_i1/TRINITY_DN4419_c0_g1_i1/TRINITY_DN4429_c0_g1_i1/TRINITY_DN4473_c0_g1_i1/TRINITY_DN4489_c0_g1_i1/TRINITY_DN45_c0_g1_i1/TRINITY_DN45_c0_g1_i2/TRINITY_DN5242_c0_g1_i1/TRINITY_DN5355_c0_g1_i1/TRINITY_DN5538_c0_g1_i1/TRINITY_DN5700_c0_g1_i1/TRINITY_DN598_c0_g1_i1/TRINITY_DN6183_c0_g1_i1/TRINITY_DN6345_c0_g1_i1/TRINITY_DN6683_c0_g1_i1/TRINITY_DN7539_c0_g1_i1/TRINITY_DN773_c0_g1_i1/TRINITY_DN7939_c0_g1_i1/TRINITY_DN8178_c0_g1_i1/TRINITY_DN8698_c0_g1_i1/TRINITY_DN870_c0_g1_i1/TRINITY_DN8911_c0_g1_i1/TRINITY_DN9378_c0_g1_i1	42
GO:0015926	GO:0015926|glucosidase activity [molecular_function]	6/573	15/8538	0.000263900430833287	0.00619419599432182	0.00619419599432182	TRINITY_DN152_c0_g1_i1/TRINITY_DN194_c0_g1_i2/TRINITY_DN5328_c0_g1_i1/TRINITY_DN6619_c0_g1_i1/TRINITY_DN759_c0_g1_i1/TRINITY_DN8810_c0_g1_i1	6
GO:0015193	GO:0015193|L-proline transmembrane transporter activity [molecular_function]	4/573	6/8538	0.000270070430132175	0.00619419599432182	0.00619419599432182	TRINITY_DN1615_c0_g1_i1/TRINITY_DN2698_c0_g1_i1/TRINITY_DN524_c0_g1_i1/TRINITY_DN5414_c0_g1_i1	4
GO:0015343	GO:0015343|siderophore-iron transmembrane transporter activity [molecular_function]	4/573	6/8538	0.000270070430132175	0.00619419599432182	0.00619419599432182	TRINITY_DN2177_c0_g1_i1/TRINITY_DN3943_c0_g1_i1/TRINITY_DN4564_c0_g1_i1/TRINITY_DN5050_c0_g1_i1	4
GO:0035524	GO:0035524|proline transmembrane transport [biological_process]	4/573	6/8538	0.000270070430132175	0.00619419599432182	0.00619419599432182	TRINITY_DN1615_c0_g1_i1/TRINITY_DN2698_c0_g1_i1/TRINITY_DN524_c0_g1_i1/TRINITY_DN5414_c0_g1_i1	4
GO:0044718	GO:0044718|siderophore transmembrane transport [biological_process]	4/573	6/8538	0.000270070430132175	0.00619419599432182	0.00619419599432182	TRINITY_DN2177_c0_g1_i1/TRINITY_DN3943_c0_g1_i1/TRINITY_DN4564_c0_g1_i1/TRINITY_DN5050_c0_g1_i1	4
GO:0000249	GO:0000249|C-22 sterol desaturase (NADPH) activity [molecular_function]	3/573	3/8538	0.000300795213205951	0.00678937766950576	0.00678937766950576	TRINITY_DN4269_c0_g1_i1/TRINITY_DN5355_c0_g1_i1/TRINITY_DN870_c0_g1_i1	3
GO:0006633	GO:0006633|fatty acid biosynthetic process [biological_process]	8/573	28/8538	0.000366167125884621	0.00801061004627586	0.00801061004627586	TRINITY_DN1911_c0_g1_i1/TRINITY_DN2700_c0_g1_i1/TRINITY_DN3543_c0_g1_i1/TRINITY_DN4489_c0_g1_i1/TRINITY_DN5538_c0_g1_i1/TRINITY_DN598_c0_g1_i1/TRINITY_DN7243_c0_g1_i1/TRINITY_DN915_c0_g1_i1	8
GO:0008157	GO:0008157|protein phosphatase 1 binding [molecular_function]	8/573	28/8538	0.000366167125884621	0.00801061004627586	0.00801061004627586	TRINITY_DN1267_c0_g1_i1/TRINITY_DN198_c1_g1_i1/TRINITY_DN3282_c0_g1_i1/TRINITY_DN5059_c0_g1_i1/TRINITY_DN5845_c0_g1_i1/TRINITY_DN6181_c0_g1_i1/TRINITY_DN74_c0_g1_i1/TRINITY_DN74_c0_g1_i4	8
